marka,model,raw_real_count,train_real_count,unique_year_count,min_year,max_year,min_km,median_km,max_km,min_price,median_price,max_price,price_cv,price_age_corr,current_hp_support,current_hp_source,current_hp_method,source_distribution,arabam_count,kaggle_count,in_ui_catalog,synthetic_candidate,priority,recommended_synthetic_count,reason,synthetic_safe,safety_reason,interpolation_year_range,interpolation_km_range,interpolation_price_range,exclude,second_wave_score,risk_notes,proposed_synthetic_count,current_scrape_ratio
Proton,Savvy,9,9,2,2008.0,2009.0,123000.0,151000.0,271000.0,255000.0,295000.0,360000.0,0.1063,-0.0874,9,brand_model,theil_sen,"arabam=4, kaggle=5",4,5,True,True,HIGH,7,"train support 9 (8-12 bandi, +12); synthetic_safe=true (+15); 4 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (9, brand_model) (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2008-2009,"123,000-271,000","255,000-360,000",False,47,interpolasyon alani dar (yil veya km araligi cok kisitli) (-15),3,0.4444444444444444
Alfa Romeo,Junior Elettrica,8,8,2,2024.0,2025.0,6100.0,15500.0,28000.0,1679000.0,1824950.0,2227500.0,0.0822,-0.2993,8,brand_model,theil_sen,arabam=8,8,0,True,True,CRITICAL,10,"train support 8 (8-12 bandi, +12); synthetic_safe=true (+15); 8 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (8, brand_model) (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2024-2025,"6,100-28,000","1,679,000-2,227,500",False,47,interpolasyon alani dar (yil veya km araligi cok kisitli) (-15),4,1.0
Rover,25,9,9,2,2000.0,2001.0,177000.0,282000.0,330000.0,180000.0,270000.0,285000.0,0.1385,0.0383,9,brand_model,theil_sen,"arabam=7, kaggle=2",7,2,True,True,HIGH,7,"train support 9 (8-12 bandi, +12); synthetic_safe=true (+15); 7 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (9, brand_model) (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2000-2001,"177,000-330,000","180,000-285,000",False,47,interpolasyon alani dar (yil veya km araligi cok kisitli) (-15),3,0.7777777777777778
Mazda,121,5,5,2,1991.0,1992.0,210000.0,250000.0,472000.0,120000.0,165000.0,225000.0,0.2352,-0.7352,5,brand_model,theil_sen,"arabam=2, kaggle=3",2,3,True,True,CRITICAL,6,"train support 5 (3-7 bandi, +20); synthetic_safe=true (+15); 2 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (5, brand_model) (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,1991-1992,"210,000-472,000","120,000-225,000",False,45,"interpolasyon alani dar (yil veya km araligi cok kisitli) (-15); cok eski model (max_year=1992), dusuk ticari onem (-10)",4,0.4
Suzuki,Liana,6,6,2,2002.0,2003.0,272000.0,303000.0,320000.0,229000.0,281500.0,385000.0,0.1865,-0.2986,6,brand_model,theil_sen,"arabam=4, kaggle=2",4,2,True,True,HIGH,5,"train support 6 (3-7 bandi, +20); synthetic_safe=true (+15); 4 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (6, brand_model) (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2002-2003,"272,000-320,000","229,000-385,000",False,45,"interpolasyon alani dar (yil veya km araligi cok kisitli) (-15); cok eski model (max_year=2003), dusuk ticari onem (-10)",4,0.6666666666666666
Opel,Signum,3,3,2,2004.0,2005.0,198800.0,258000.0,370000.0,360000.0,458000.0,690000.0,0.2753,-0.7823,3,brand_model,theil_sen,"arabam=2, kaggle=1",2,1,True,True,CRITICAL,5,"train support 3 (3-7 bandi, +20); synthetic_safe=true (+15); 2 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (3, brand_model) (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2004-2005,"198,800-370,000","360,000-690,000",False,45,"interpolasyon alani dar (yil veya km araligi cok kisitli) (-15); cok eski model (max_year=2005), dusuk ticari onem (-10)",4,0.6666666666666666
Nissan,Rally Raid,4,4,2,2005.0,2006.0,365000.0,445125.0,589000.0,400000.0,475000.0,630000.0,0.2002,0.5603,4,brand_model,theil_sen,arabam=4,4,0,True,True,CRITICAL,4,"train support 4 (3-7 bandi, +20); synthetic_safe=true (+15); 4 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (4, brand_model) (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2005-2006,"365,000-589,000","400,000-630,000",False,45,"interpolasyon alani dar (yil veya km araligi cok kisitli) (-15); cok eski model (max_year=2006), dusuk ticari onem (-10)",4,1.0
Proton,420,3,3,2,1999.0,2000.0,158000.0,165000.0,300000.0,65000.0,100000.0,170000.0,0.3909,-0.8944,3,brand_model,theil_sen,"arabam=2, kaggle=1",2,1,True,True,CRITICAL,5,"train support 3 (3-7 bandi, +20); synthetic_safe=true (+15); 2 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (3, brand_model) (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,1999-2000,"158,000-300,000","65,000-170,000",False,45,"interpolasyon alani dar (yil veya km araligi cok kisitli) (-15); cok eski model (max_year=2000), dusuk ticari onem (-10)",4,0.6666666666666666
Mazda,Premacy,3,3,2,2000.0,2001.0,195000.0,200000.0,290000.0,335000.0,375000.0,415000.0,0.0871,0.0308,3,brand_model,theil_sen,"arabam=2, kaggle=1",2,1,True,True,CRITICAL,5,"train support 3 (3-7 bandi, +20); synthetic_safe=true (+15); 2 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (3, brand_model) (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2000-2001,"195,000-290,000","335,000-415,000",False,45,"interpolasyon alani dar (yil veya km araligi cok kisitli) (-15); cok eski model (max_year=2001), dusuk ticari onem (-10)",4,0.6666666666666666
Toyota,Celica,3,3,2,1991.0,1992.0,173000.0,240000.0,394000.0,650000.0,750000.0,835000.0,0.1015,0.822,3,brand_model,theil_sen,arabam=3,3,0,True,True,CRITICAL,5,"train support 3 (3-7 bandi, +20); synthetic_safe=true (+15); 3 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (3, brand_model) (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,1991-1992,"173,000-394,000","650,000-835,000",False,45,"interpolasyon alani dar (yil veya km araligi cok kisitli) (-15); cok eski model (max_year=1992), dusuk ticari onem (-10)",4,1.0
Jaguar,XJR,3,3,2,1996.0,1997.0,187000.0,200000.0,265000.0,1025000.0,1050000.0,1399000.0,0.1474,-0.9976,3,brand_model,theil_sen,arabam=3,3,0,True,True,CRITICAL,5,"train support 3 (3-7 bandi, +20); synthetic_safe=true (+15); 3 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (3, brand_model) (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,1996-1997,"187,000-265,000","1,025,000-1,399,000",False,45,"interpolasyon alani dar (yil veya km araligi cok kisitli) (-15); cok eski model (max_year=1997), dusuk ticari onem (-10)",4,1.0
Daewoo,Leganza,7,7,2,1998.0,1999.0,207000.0,226000.0,380000.0,175000.0,215000.0,385000.0,0.2831,-0.807,7,brand_model,theil_sen,"arabam=4, kaggle=3",4,3,True,True,HIGH,6,"train support 7 (3-7 bandi, +20); synthetic_safe=true (+15); 4 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (7, brand_model) (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,1998-1999,"207,000-380,000","175,000-385,000",False,45,"interpolasyon alani dar (yil veya km araligi cok kisitli) (-15); cok eski model (max_year=1999), dusuk ticari onem (-10)",4,0.5714285714285714
Toyota,Cressida,7,7,2,1991.0,1992.0,200000.0,330000.0,560000.0,182000.0,350000.0,480000.0,0.2898,0.0882,7,brand_model,theil_sen,"arabam=4, kaggle=3",4,3,True,True,CRITICAL,10,"train support 7 (3-7 bandi, +20); synthetic_safe=true (+15); 4 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (7, brand_model) (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,1991-1992,"200,000-560,000","182,000-480,000",False,45,"interpolasyon alani dar (yil veya km araligi cok kisitli) (-15); cok eski model (max_year=1992), dusuk ticari onem (-10)",4,0.5714285714285714
Daihatsu,Charade,6,6,2,1998.0,1999.0,150000.0,200284.0,343000.0,199000.0,232875.0,280000.0,0.1079,-0.7216,6,brand_model,theil_sen,"arabam=3, kaggle=3",3,3,True,True,HIGH,5,"train support 6 (3-7 bandi, +20); synthetic_safe=true (+15); 3 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (6, brand_model) (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,1998-1999,"150,000-343,000","199,000-280,000",False,45,"interpolasyon alani dar (yil veya km araligi cok kisitli) (-15); cok eski model (max_year=1999), dusuk ticari onem (-10)",4,0.5
Nissan,NX Coupe,6,6,2,1992.0,1993.0,123000.0,280000.0,540000.0,200000.0,290000.0,420000.0,0.255,0.0676,6,brand_model,theil_sen,"arabam=5, kaggle=1",5,1,True,True,HIGH,5,"train support 6 (3-7 bandi, +20); synthetic_safe=true (+15); 5 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (6, brand_model) (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,1992-1993,"123,000-540,000","200,000-420,000",False,45,"interpolasyon alani dar (yil veya km araligi cok kisitli) (-15); cok eski model (max_year=1993), dusuk ticari onem (-10)",4,0.8333333333333334
Infiniti,i30,3,3,2,1996.0,2000.0,180000.0,230000.0,298000.0,225000.0,475000.0,515000.0,0.3168,-0.5747,3,brand_model,theil_sen,kaggle=3,0,3,True,True,CRITICAL,5,"train support 3 (3-7 bandi, +20); synthetic_safe=true (+15); dusuk hp_support/zayif fallback (3, brand_model) (+10); interpolasyon araligi (yil+km) yeterli genislikte (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,1996-2000,"180,000-298,000","225,000-515,000",False,40,"sadece Kaggle/legacy kaynak, guncel scrape yok (-15); cok eski model (max_year=2000), dusuk ticari onem (-10)",4,0.0
Cupra,Ateca,11,11,2,2023.0,2024.0,7500.0,40000.0,58000.0,1875000.0,2250000.0,2600000.0,0.0821,-0.2601,11,brand_model,theil_sen,arabam=11,11,0,True,True,MEDIUM,6,"train support 11 (8-12 bandi, +12); synthetic_safe=true (+15); 11 guncel arabam- kayit (+15); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2023-2024,"7,500-58,000","1,875,000-2,600,000",False,37,interpolasyon alani dar (yil veya km araligi cok kisitli) (-15),3,1.0
Hyundai,ix20,10,10,2,2011.0,2012.0,123000.0,214300.0,258000.0,540000.0,724450.0,825000.0,0.1336,-0.0143,10,brand_model,theil_sen,"arabam=9, kaggle=1",9,1,True,True,HIGH,10,"train support 10 (8-12 bandi, +12); synthetic_safe=true (+15); 9 guncel arabam- kayit (+15); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2011-2012,"123,000-258,000","540,000-825,000",False,37,interpolasyon alani dar (yil veya km araligi cok kisitli) (-15),3,0.9
Honda,Integra,8,8,2,1991.0,1992.0,136000.0,325000.0,401500.0,174500.0,296500.0,350000.0,0.1707,0.5179,8,brand_model,theil_sen,"arabam=4, kaggle=4",4,4,True,True,HIGH,6,"train support 8 (8-12 bandi, +12); synthetic_safe=true (+15); 4 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (8, brand_model) (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,1991-1992,"136,000-401,500","174,500-350,000",False,37,"interpolasyon alani dar (yil veya km araligi cok kisitli) (-15); cok eski model (max_year=1992), dusuk ticari onem (-10)",4,0.5
Ikco,Samand,13,12,2,2008.0,2009.0,80000.0,236000.0,317000.0,165000.0,261000.0,300000.0,0.15,0.5309,12,brand_model,theil_sen,"arabam=6, kaggle=7",6,7,True,True,MEDIUM,5,"train support 12 (8-12 bandi, +12); synthetic_safe=true (+15); 6 guncel arabam- kayit (+15); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2008-2009,"80,000-317,000","165,000-300,000",False,37,interpolasyon alani dar (yil veya km araligi cok kisitli) (-15),3,0.46153846153846156
Proton,315,8,8,2,1998.0,1999.0,186666.0,283500.0,345000.0,135000.0,190000.0,245000.0,0.1625,0.2026,8,brand_model,theil_sen,"arabam=2, kaggle=6",2,6,True,True,HIGH,6,"train support 8 (8-12 bandi, +12); synthetic_safe=true (+15); 2 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (8, brand_model) (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,1998-1999,"186,666-345,000","135,000-245,000",False,37,"interpolasyon alani dar (yil veya km araligi cok kisitli) (-15); cok eski model (max_year=1999), dusuk ticari onem (-10)",4,0.25
Kia,Capital,10,10,2,1993.0,1994.0,100000.0,336500.0,400000.0,70000.0,127500.0,165000.0,0.2194,-0.5525,10,brand_model,theil_sen,"arabam=6, kaggle=4",6,4,True,True,MEDIUM,6,"train support 10 (8-12 bandi, +12); synthetic_safe=true (+15); 6 guncel arabam- kayit (+15); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,1993-1994,"100,000-400,000","70,000-165,000",False,37,interpolasyon alani dar (yil veya km araligi cok kisitli) (-15),3,0.6
Fiat,Sedici,11,11,2,2007.0,2008.0,192000.0,246000.0,400008.0,350000.0,475000.0,555000.0,0.1562,-0.091,11,brand_model,theil_sen,arabam=11,11,0,True,True,MEDIUM,6,"train support 11 (8-12 bandi, +12); synthetic_safe=true (+15); 11 guncel arabam- kayit (+15); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2007-2008,"192,000-400,008","350,000-555,000",False,37,interpolasyon alani dar (yil veya km araligi cok kisitli) (-15),3,1.0
Proton,418,12,12,2,1998.0,1999.0,142000.0,262000.0,360000.0,149000.0,210000.0,360000.0,0.2427,-0.2438,12,brand_model,theil_sen,"arabam=2, kaggle=10",2,10,True,True,MEDIUM,5,"train support 12 (8-12 bandi, +12); synthetic_safe=true (+15); 2 guncel arabam- kayit (+15); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,1998-1999,"142,000-360,000","149,000-360,000",False,37,interpolasyon alani dar (yil veya km araligi cok kisitli) (-15),3,0.16666666666666666
Skoda,Citigo,12,12,2,2012.0,2013.0,85000.0,126000.0,214000.0,495000.0,617500.0,749000.0,0.134,0.2421,12,brand_model,theil_sen,"arabam=10, kaggle=2",10,2,True,True,MEDIUM,5,"train support 12 (8-12 bandi, +12); synthetic_safe=true (+15); 10 guncel arabam- kayit (+15); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2012-2013,"85,000-214,000","495,000-749,000",False,37,interpolasyon alani dar (yil veya km araligi cok kisitli) (-15),3,0.8333333333333334
Mazda,Xedos,4,4,2,1997.0,1998.0,195000.0,286000.0,330000.0,365000.0,425000.0,1200000.0,0.5731,0.5341,4,brand_model,theil_sen,"arabam=1, kaggle=3",1,3,True,True,CRITICAL,4,"train support 4 (3-7 bandi, +20); synthetic_safe=true (+15); 1 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (4, brand_model) (+10)",True,,1997-1998,"195,000-330,000","365,000-1,200,000",False,35,"interpolasyon alani dar (yil veya km araligi cok kisitli) (-15); cok eski model (max_year=1998), dusuk ticari onem (-10)",4,0.25
Renault,Zoe,6,6,2,2022.0,2023.0,6001.0,30361.0,88000.0,850000.0,969875.0,1207900.0,0.118,-0.8927,6,brand_model,theil_sen,kaggle=6,0,6,True,True,CRITICAL,9,"train support 6 (3-7 bandi, +20); synthetic_safe=true (+15); dusuk hp_support/zayif fallback (6, brand_model) (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2022-2023,"6,001-88,000","850,000-1,207,900",False,25,"sadece Kaggle/legacy kaynak, guncel scrape yok (-15); interpolasyon alani dar (yil veya km araligi cok kisitli) (-15)",4,0.0
