marka,model,raw_real_count,train_real_count,unique_year_count,min_year,max_year,min_km,median_km,max_km,min_price,median_price,max_price,price_cv,price_age_corr,current_hp_support,current_hp_source,current_hp_method,source_distribution,arabam_count,kaggle_count,in_ui_catalog,synthetic_candidate,priority,recommended_synthetic_count,reason,synthetic_safe,safety_reason,interpolation_year_range,interpolation_km_range,interpolation_price_range,exclude,second_wave_score,risk_notes,proposed_synthetic_count,current_scrape_ratio
Opel,Rekord,6,6,6,1972.0,1984.0,6001.0,141500.0,256000.0,170000.0,337500.0,589000.0,0.3765,0.9362,6,brand_model,theil_sen,arabam=6,6,0,True,True,CRITICAL,9,"train support 6 (3-7 bandi, +20); synthetic_safe=true (+15); 6 farkli yil (+10); 6 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (6, brand_model) (+10); interpolasyon araligi (yil+km) yeterli genislikte (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,1972-1984,"6,001-256,000","170,000-589,000",False,80,"cok eski model (max_year=1984), dusuk ticari onem (-10)",6,1.0
Volta,VS1,5,5,2,2023.0,2025.0,0.0,6000.0,13000.0,27000.0,30000.0,45000.0,0.1976,-0.3321,5,brand_model,theil_sen,arabam=5,5,0,True,True,CRITICAL,6,"train support 5 (3-7 bandi, +20); synthetic_safe=true (+15); 5 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (5, brand_model) (+10); interpolasyon araligi (yil+km) yeterli genislikte (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2023-2025,"0-13,000","27,000-45,000",False,80,yok,6,1.0
Subaru,Vivio,7,7,3,1994.0,1998.0,38000.0,110000.0,300000.0,70000.0,185000.0,214500.0,0.2728,-0.0465,7,brand_model,theil_sen,"arabam=3, kaggle=4",3,4,True,True,HIGH,6,"train support 7 (3-7 bandi, +20); synthetic_safe=true (+15); 3 farkli yil (+10); 3 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (7, brand_model) (+10); interpolasyon araligi (yil+km) yeterli genislikte (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,1994-1998,"38,000-300,000","70,000-214,500",False,80,"cok eski model (max_year=1998), dusuk ticari onem (-10)",6,0.42857142857142855
Mitsubishi,Outlander,6,6,3,2004.0,2009.0,167000.0,266200.0,535000.0,480000.0,632500.0,800000.0,0.1755,-0.5498,6,brand_model,theil_sen,arabam=6,6,0,True,True,CRITICAL,9,"train support 6 (3-7 bandi, +20); synthetic_safe=true (+15); 3 farkli yil (+10); 6 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (6, brand_model) (+10); interpolasyon araligi (yil+km) yeterli genislikte (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2004-2009,"167,000-535,000","480,000-800,000",False,80,"cok eski model (max_year=2009), dusuk ticari onem (-10)",6,1.0
Skoda,Felicia Pickup,5,5,3,1997.0,2000.0,11111.0,225000.0,515038.0,95000.0,239000.0,245000.0,0.2835,-0.3431,5,brand_model,theil_sen,arabam=5,5,0,True,True,CRITICAL,6,"train support 5 (3-7 bandi, +20); synthetic_safe=true (+15); 3 farkli yil (+10); 5 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (5, brand_model) (+10); interpolasyon araligi (yil+km) yeterli genislikte (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,1997-2000,"11,111-515,038","95,000-245,000",False,80,"cok eski model (max_year=2000), dusuk ticari onem (-10)",6,1.0
Renault,Scenic RX4,7,7,3,2002.0,2004.0,189000.0,270000.0,476000.0,300000.0,360000.0,420000.0,0.0943,-0.4565,7,brand_model,theil_sen,arabam=7,7,0,True,True,CRITICAL,10,"train support 7 (3-7 bandi, +20); synthetic_safe=true (+15); 3 farkli yil (+10); 7 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (7, brand_model) (+10); interpolasyon araligi (yil+km) yeterli genislikte (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2002-2004,"189,000-476,000","300,000-420,000",False,80,"cok eski model (max_year=2004), dusuk ticari onem (-10)",6,1.0
Peugeot,607,5,5,4,2003.0,2009.0,199000.0,220000.0,267000.0,480000.0,815000.0,1099900.0,0.3197,-0.907,5,brand_model,theil_sen,"arabam=4, kaggle=1",4,1,True,True,CRITICAL,6,"train support 5 (3-7 bandi, +20); synthetic_safe=true (+15); 4 farkli yil (+10); 4 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (5, brand_model) (+10); interpolasyon araligi (yil+km) yeterli genislikte (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2003-2009,"199,000-267,000","480,000-1,099,900",False,80,"cok eski model (max_year=2009), dusuk ticari onem (-10)",6,0.8
Seat,Tarraco,21,5,2,2021.0,2023.0,87000.0,100050.0,148000.0,1995000.0,2019950.0,2150000.0,0.0278,0.822,5,brand_model,theil_sen,arabam=21,21,0,True,True,CRITICAL,6,"train support 5 (3-7 bandi, +20); synthetic_safe=true (+15); 21 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (5, brand_model) (+10); interpolasyon araligi (yil+km) yeterli genislikte (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2021-2023,"87,000-148,000","1,995,000-2,150,000",False,80,yok,6,1.0
Mitsubishi,Grandis,5,5,3,2005.0,2007.0,182000.0,185000.0,444000.0,475000.0,600000.0,720000.0,0.1478,0.3366,5,brand_model,theil_sen,"arabam=2, kaggle=3",2,3,True,True,CRITICAL,6,"train support 5 (3-7 bandi, +20); synthetic_safe=true (+15); 3 farkli yil (+10); 2 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (5, brand_model) (+10); interpolasyon araligi (yil+km) yeterli genislikte (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2005-2007,"182,000-444,000","475,000-720,000",False,80,"cok eski model (max_year=2007), dusuk ticari onem (-10)",6,0.4
Nissan,Country,5,5,3,2003.0,2006.0,293000.0,336210.0,460000.0,420000.0,450000.0,510000.0,0.0714,0.8705,5,brand_model,theil_sen,arabam=5,5,0,True,True,CRITICAL,6,"train support 5 (3-7 bandi, +20); synthetic_safe=true (+15); 3 farkli yil (+10); 5 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (5, brand_model) (+10); interpolasyon araligi (yil+km) yeterli genislikte (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2003-2006,"293,000-460,000","420,000-510,000",False,80,"cok eski model (max_year=2006), dusuk ticari onem (-10)",6,1.0
Honda,CRX,7,7,5,1990.0,1994.0,10000.0,217000.0,300000.0,370000.0,750000.0,999999.0,0.3411,-0.3757,7,brand_model,theil_sen,"arabam=6, kaggle=1",6,1,True,True,CRITICAL,10,"train support 7 (3-7 bandi, +20); synthetic_safe=true (+15); 5 farkli yil (+10); 6 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (7, brand_model) (+10); interpolasyon araligi (yil+km) yeterli genislikte (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,1990-1994,"10,000-300,000","370,000-999,999",False,80,"cok eski model (max_year=1994), dusuk ticari onem (-10)",6,0.8571428571428571
Hyundai,Terracan,6,6,3,2001.0,2004.0,108000.0,200000.0,385000.0,500000.0,630000.0,950000.0,0.2276,-0.832,6,brand_model,theil_sen,arabam=6,6,0,True,True,CRITICAL,9,"train support 6 (3-7 bandi, +20); synthetic_safe=true (+15); 3 farkli yil (+10); 6 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (6, brand_model) (+10); interpolasyon araligi (yil+km) yeterli genislikte (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2001-2004,"108,000-385,000","500,000-950,000",False,80,"cok eski model (max_year=2004), dusuk ticari onem (-10)",6,1.0
Volkswagen,EOS,12,12,3,2007.0,2009.0,140000.0,190600.0,255000.0,600000.0,775000.0,1035000.0,0.1607,-0.3958,12,brand_model,theil_sen,"arabam=9, kaggle=3",9,3,True,True,MEDIUM,9,"train support 12 (8-12 bandi, +12); synthetic_safe=true (+15); 3 farkli yil (+10); 9 guncel arabam- kayit (+15); interpolasyon araligi (yil+km) yeterli genislikte (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2007-2009,"140,000-255,000","600,000-1,035,000",False,72,yok,5,0.75
Rover,620,11,11,4,1995.0,1998.0,210000.0,308000.0,408000.0,125000.0,250000.0,352500.0,0.287,0.1757,11,brand_model,theil_sen,"arabam=4, kaggle=7",4,7,True,True,LOW,0,"train support 11 (8-12 bandi, +12); synthetic_safe=true (+15); 4 farkli yil (+10); 4 guncel arabam- kayit (+15); interpolasyon araligi (yil+km) yeterli genislikte (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,1995-1998,"210,000-408,000","125,000-352,500",False,72,yok,5,0.36363636363636365
Toyota,Land Cruiser,19,11,9,1986.0,2006.0,247000.0,367000.0,567000.0,1050000.0,1395000.0,2450000.0,0.2649,-0.4466,11,brand_model,theil_sen,arabam=19,19,0,True,True,LOW,0,"train support 11 (8-12 bandi, +12); synthetic_safe=true (+15); 9 farkli yil (+10); 19 guncel arabam- kayit (+15); interpolasyon araligi (yil+km) yeterli genislikte (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,1986-2006,"247,000-567,000","1,050,000-2,450,000",False,72,yok,5,1.0
Opel,Astra-e,13,12,3,2023.0,2025.0,15970.0,20786.0,63000.0,1490000.0,1699950.0,1829750.0,0.056,-0.9014,12,brand_model,theil_sen,arabam=13,13,0,True,True,LOW,0,"train support 12 (8-12 bandi, +12); synthetic_safe=true (+15); 3 farkli yil (+10); 13 guncel arabam- kayit (+15); interpolasyon araligi (yil+km) yeterli genislikte (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2023-2025,"15,970-63,000","1,490,000-1,829,750",False,72,yok,5,1.0
Toyota,Proace City Cargo,12,12,4,2021.0,2025.0,4800.0,32000.0,135000.0,700000.0,850500.0,1100000.0,0.1559,-0.7229,12,brand_model,theil_sen,arabam=12,12,0,True,True,LOW,0,"train support 12 (8-12 bandi, +12); synthetic_safe=true (+15); 4 farkli yil (+10); 12 guncel arabam- kayit (+15); interpolasyon araligi (yil+km) yeterli genislikte (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2021-2025,"4,800-135,000","700,000-1,100,000",False,72,yok,5,1.0
Kia,Niro,10,10,3,2017.0,2024.0,10601.0,68150.0,207000.0,1110000.0,1582000.0,1899999.0,0.1798,-0.9618,10,brand_model,theil_sen,arabam=10,10,0,True,True,LOW,0,"train support 10 (8-12 bandi, +12); synthetic_safe=true (+15); 3 farkli yil (+10); 10 guncel arabam- kayit (+15); interpolasyon araligi (yil+km) yeterli genislikte (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2017-2024,"10,601-207,000","1,110,000-1,899,999",False,72,yok,5,1.0
Chrysler,300 M,8,8,4,1999.0,2004.0,190000.0,270000.0,350000.0,360000.0,457450.0,785000.0,0.3077,-0.5902,8,brand_model,theil_sen,"arabam=2, kaggle=6",2,6,True,True,CRITICAL,10,"train support 8 (8-12 bandi, +12); synthetic_safe=true (+15); 4 farkli yil (+10); 2 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (8, brand_model) (+10); interpolasyon araligi (yil+km) yeterli genislikte (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,1999-2004,"190,000-350,000","360,000-785,000",False,72,"cok eski model (max_year=2004), dusuk ticari onem (-10)",6,0.25
Mercedes - Benz,500,8,8,7,1983.0,1993.0,191554.0,271151.5,386000.0,650000.0,1675000.0,2375000.0,0.3814,0.3766,8,brand_model,theil_sen,"arabam=4, kaggle=4",4,4,True,True,CRITICAL,10,"train support 8 (8-12 bandi, +12); synthetic_safe=true (+15); 7 farkli yil (+10); 4 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (8, brand_model) (+10); interpolasyon araligi (yil+km) yeterli genislikte (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,1983-1993,"191,554-386,000","650,000-2,375,000",False,72,"cok eski model (max_year=1993), dusuk ticari onem (-10)",6,0.5
Ford,S-Max,12,12,6,2006.0,2020.0,122000.0,242500.0,379000.0,449000.0,700000.0,2200000.0,0.5712,-0.9176,12,brand_model,theil_sen,"arabam=11, kaggle=1",11,1,True,True,MEDIUM,5,"train support 12 (8-12 bandi, +12); synthetic_safe=true (+15); 6 farkli yil (+10); 11 guncel arabam- kayit (+15); interpolasyon araligi (yil+km) yeterli genislikte (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2006-2020,"122,000-379,000","449,000-2,200,000",False,72,yok,5,0.9166666666666666
Toyota,Land Cruiser Prado,22,10,7,1999.0,2010.0,262000.0,396500.0,510000.0,815000.0,1587500.0,2545000.0,0.3023,-0.8789,10,brand_model,theil_sen,arabam=22,22,0,True,True,MEDIUM,6,"train support 10 (8-12 bandi, +12); synthetic_safe=true (+15); 7 farkli yil (+10); 22 guncel arabam- kayit (+15); interpolasyon araligi (yil+km) yeterli genislikte (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,1999-2010,"262,000-510,000","815,000-2,545,000",False,72,yok,5,1.0
Chevrolet,Evanda,11,11,3,2004.0,2006.0,85000.0,260000.0,313000.0,115000.0,330000.0,355000.0,0.3218,0.8246,11,brand_model,theil_sen,"arabam=6, kaggle=5",6,5,True,True,HIGH,10,"train support 11 (8-12 bandi, +12); synthetic_safe=true (+15); 3 farkli yil (+10); 6 guncel arabam- kayit (+15); interpolasyon araligi (yil+km) yeterli genislikte (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2004-2006,"85,000-313,000","115,000-355,000",False,72,yok,5,0.5454545454545454
Suzuki,SX4 S-Cross,11,11,5,2010.0,2022.0,24722.0,113000.0,277000.0,385000.0,915000.0,1720000.0,0.36,-0.8783,11,brand_model,theil_sen,arabam=11,11,0,True,True,MEDIUM,6,"train support 11 (8-12 bandi, +12); synthetic_safe=true (+15); 5 farkli yil (+10); 11 guncel arabam- kayit (+15); interpolasyon araligi (yil+km) yeterli genislikte (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2010-2022,"24,722-277,000","385,000-1,720,000",False,72,yok,5,1.0
Ssangyong,Actyon,15,10,4,2008.0,2025.0,28000.0,218000.0,430000.0,285000.0,650000.0,2599000.0,0.8134,-0.9778,10,brand_model,theil_sen,arabam=15,15,0,True,True,MEDIUM,6,"train support 10 (8-12 bandi, +12); synthetic_safe=true (+15); 4 farkli yil (+10); 15 guncel arabam- kayit (+15); interpolasyon araligi (yil+km) yeterli genislikte (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2008-2025,"28,000-430,000","285,000-2,599,000",False,72,yok,5,1.0
Nissan,Pick Up,12,12,4,1996.0,1999.0,182000.0,360000.0,580000.0,210000.0,342500.0,650000.0,0.3586,-0.4336,12,brand_model,theil_sen,arabam=12,12,0,True,True,MEDIUM,5,"train support 12 (8-12 bandi, +12); synthetic_safe=true (+15); 4 farkli yil (+10); 12 guncel arabam- kayit (+15); interpolasyon araligi (yil+km) yeterli genislikte (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,1996-1999,"182,000-580,000","210,000-650,000",False,72,yok,5,1.0
Daihatsu,YRV,8,8,3,2002.0,2006.0,158000.0,264795.0,300000.0,190000.0,317500.0,385000.0,0.1909,-0.2521,8,brand_model,theil_sen,"arabam=4, kaggle=4",4,4,True,True,HIGH,6,"train support 8 (8-12 bandi, +12); synthetic_safe=true (+15); 3 farkli yil (+10); 4 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (8, brand_model) (+10); interpolasyon araligi (yil+km) yeterli genislikte (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2002-2006,"158,000-300,000","190,000-385,000",False,72,"cok eski model (max_year=2006), dusuk ticari onem (-10)",6,0.5
Nissan,Laurel Altima,8,8,3,1990.0,1992.0,160000.0,317500.0,440000.0,80000.0,177500.0,297000.0,0.4253,0.1202,8,brand_model,theil_sen,"arabam=4, kaggle=4",4,4,True,True,HIGH,6,"train support 8 (8-12 bandi, +12); synthetic_safe=true (+15); 3 farkli yil (+10); 4 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (8, brand_model) (+10); interpolasyon araligi (yil+km) yeterli genislikte (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,1990-1992,"160,000-440,000","80,000-297,000",False,72,"cok eski model (max_year=1992), dusuk ticari onem (-10)",6,0.5
Toyota,Hi-Ace,12,12,7,1994.0,2009.0,30000.0,352777.5,511000.0,110000.0,220000.0,480000.0,0.4811,-0.6966,12,brand_model,theil_sen,arabam=12,12,0,True,True,MEDIUM,5,"train support 12 (8-12 bandi, +12); synthetic_safe=true (+15); 7 farkli yil (+10); 12 guncel arabam- kayit (+15); interpolasyon araligi (yil+km) yeterli genislikte (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,1994-2009,"30,000-511,000","110,000-480,000",False,72,yok,5,1.0
Renault,Espace,12,12,8,1997.0,2007.0,145000.0,265750.0,370000.0,199000.0,372500.0,750000.0,0.3181,-0.6675,12,brand_model,theil_sen,"arabam=11, kaggle=1",11,1,True,True,MEDIUM,5,"train support 12 (8-12 bandi, +12); synthetic_safe=true (+15); 8 farkli yil (+10); 11 guncel arabam- kayit (+15); interpolasyon araligi (yil+km) yeterli genislikte (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,1997-2007,"145,000-370,000","199,000-750,000",False,72,yok,5,0.9166666666666666
Volvo,V60,12,12,5,2011.0,2015.0,144439.0,194500.0,341000.0,875000.0,1014250.0,1385000.0,0.1423,-0.4963,12,brand_model,theil_sen,"arabam=10, kaggle=2",10,2,True,True,LOW,0,"train support 12 (8-12 bandi, +12); synthetic_safe=true (+15); 5 farkli yil (+10); 10 guncel arabam- kayit (+15); interpolasyon araligi (yil+km) yeterli genislikte (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2011-2015,"144,439-341,000","875,000-1,385,000",False,72,yok,5,0.8333333333333334
Daihatsu,Materia,10,10,3,2007.0,2009.0,138500.0,233000.0,333000.0,320000.0,467500.0,630000.0,0.1758,-0.392,10,brand_model,theil_sen,"arabam=5, kaggle=5",5,5,True,True,MEDIUM,10,"train support 10 (8-12 bandi, +12); synthetic_safe=true (+15); 3 farkli yil (+10); 5 guncel arabam- kayit (+15); interpolasyon araligi (yil+km) yeterli genislikte (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2007-2009,"138,500-333,000","320,000-630,000",False,72,yok,5,0.5
Kia,Carens,12,12,6,2002.0,2008.0,99700.0,281500.0,390000.0,340000.0,397500.0,665000.0,0.2098,-0.6473,12,brand_model,theil_sen,"arabam=4, kaggle=8",4,8,True,True,MEDIUM,9,"train support 12 (8-12 bandi, +12); synthetic_safe=true (+15); 6 farkli yil (+10); 4 guncel arabam- kayit (+15); interpolasyon araligi (yil+km) yeterli genislikte (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2002-2008,"99,700-390,000","340,000-665,000",False,72,yok,5,0.3333333333333333
Mini,John Cooper,14,10,6,2009.0,2023.0,12600.0,130000.0,246200.0,855000.0,1282500.0,3050000.0,0.4062,-0.7868,10,brand_model,theil_sen,"arabam=8, kaggle=6",8,6,True,True,HIGH,10,"train support 10 (8-12 bandi, +12); synthetic_safe=true (+15); 6 farkli yil (+10); 8 guncel arabam- kayit (+15); interpolasyon araligi (yil+km) yeterli genislikte (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2009-2023,"12,600-246,200","855,000-3,050,000",False,72,yok,5,0.5714285714285714
Daewoo,Tico,8,8,3,1997.0,1999.0,162000.0,261000.0,325000.0,85000.0,133500.0,299000.0,0.4803,-0.2571,8,brand_model,theil_sen,"arabam=5, kaggle=3",5,3,True,True,HIGH,6,"train support 8 (8-12 bandi, +12); synthetic_safe=true (+15); 3 farkli yil (+10); 5 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (8, brand_model) (+10); interpolasyon araligi (yil+km) yeterli genislikte (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,1997-1999,"162,000-325,000","85,000-299,000",False,72,"cok eski model (max_year=1999), dusuk ticari onem (-10)",6,0.625
Renault,R 5,8,8,5,1989.0,1995.0,96000.0,240750.0,284000.0,95000.0,160000.0,320000.0,0.3739,0.2986,8,brand_model,theil_sen,arabam=8,8,0,True,True,HIGH,6,"train support 8 (8-12 bandi, +12); synthetic_safe=true (+15); 5 farkli yil (+10); 8 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (8, brand_model) (+10); interpolasyon araligi (yil+km) yeterli genislikte (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,1989-1995,"96,000-284,000","95,000-320,000",False,72,"cok eski model (max_year=1995), dusuk ticari onem (-10)",6,1.0
Alfa Romeo,166,3,3,2,1999.0,2002.0,140000.0,304000.0,304000.0,375000.0,465000.0,900000.0,0.3952,-0.9718,3,brand_model,theil_sen,"arabam=2, kaggle=1",2,1,True,True,CRITICAL,5,"train support 3 (3-7 bandi, +20); synthetic_safe=true (+15); 2 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (3, brand_model) (+10); interpolasyon araligi (yil+km) yeterli genislikte (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,1999-2002,"140,000-304,000","375,000-900,000",False,70,"cok eski model (max_year=2002), dusuk ticari onem (-10)",6,0.6666666666666666
Audi,90 Serisi,3,3,2,1986.0,1990.0,180100.0,300000.0,445000.0,185000.0,360000.0,400000.0,0.2964,-0.992,3,brand_model,theil_sen,arabam=3,3,0,True,True,CRITICAL,5,"train support 3 (3-7 bandi, +20); synthetic_safe=true (+15); 3 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (3, brand_model) (+10); interpolasyon araligi (yil+km) yeterli genislikte (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,1986-1990,"180,100-445,000","185,000-400,000",False,70,"cok eski model (max_year=1990), dusuk ticari onem (-10)",6,1.0
Mazda,E 2200,3,3,2,1998.0,2005.0,240000.0,295000.0,307000.0,150000.0,200000.0,230000.0,0.1707,0.9472,3,brand_model,theil_sen,arabam=3,3,0,True,True,CRITICAL,5,"train support 3 (3-7 bandi, +20); synthetic_safe=true (+15); 3 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (3, brand_model) (+10); interpolasyon araligi (yil+km) yeterli genislikte (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,1998-2005,"240,000-307,000","150,000-230,000",False,70,"cok eski model (max_year=2005), dusuk ticari onem (-10)",6,1.0
Peugeot,807,3,3,2,2003.0,2005.0,245000.0,259000.0,330000.0,265500.0,320000.0,550000.0,0.3257,-0.9691,3,brand_model,theil_sen,"arabam=2, kaggle=1",2,1,True,True,CRITICAL,5,"train support 3 (3-7 bandi, +20); synthetic_safe=true (+15); 2 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (3, brand_model) (+10); interpolasyon araligi (yil+km) yeterli genislikte (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2003-2005,"245,000-330,000","265,500-550,000",False,70,"cok eski model (max_year=2005), dusuk ticari onem (-10)",6,0.6666666666666666
Citroen,Evasion,3,3,2,2000.0,2003.0,318000.0,400000.0,430000.0,185000.0,220000.0,250000.0,0.1217,-0.0868,3,brand_model,theil_sen,"arabam=1, kaggle=2",1,2,True,True,CRITICAL,5,"train support 3 (3-7 bandi, +20); synthetic_safe=true (+15); 1 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (3, brand_model) (+10); interpolasyon araligi (yil+km) yeterli genislikte (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2000-2003,"318,000-430,000","185,000-250,000",False,70,"cok eski model (max_year=2003), dusuk ticari onem (-10)",6,0.3333333333333333
Honda,Shuttle,3,3,2,1997.0,1999.0,215600.0,348845.0,379000.0,335000.0,478750.0,500000.0,0.1674,-0.9951,3,brand_model,theil_sen,"arabam=2, kaggle=1",2,1,True,True,CRITICAL,5,"train support 3 (3-7 bandi, +20); synthetic_safe=true (+15); 2 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (3, brand_model) (+10); interpolasyon araligi (yil+km) yeterli genislikte (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,1997-1999,"215,600-379,000","335,000-500,000",False,70,"cok eski model (max_year=1999), dusuk ticari onem (-10)",6,0.6666666666666666
Mazda,MPV,5,5,2,2000.0,2003.0,237000.0,248000.0,303080.0,359500.0,455000.0,597500.0,0.1815,-0.2984,5,brand_model,theil_sen,"arabam=3, kaggle=2",3,2,True,True,CRITICAL,6,"train support 5 (3-7 bandi, +20); synthetic_safe=true (+15); 3 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (5, brand_model) (+10); interpolasyon araligi (yil+km) yeterli genislikte (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2000-2003,"237,000-303,080","359,500-597,500",False,70,"cok eski model (max_year=2003), dusuk ticari onem (-10)",6,0.6
Honda,Prelude,6,5,2,1993.0,1997.0,227000.0,255000.0,308000.0,300000.0,677000.0,810000.0,0.3279,-0.1426,5,brand_model,theil_sen,"arabam=4, kaggle=2",4,2,True,True,CRITICAL,10,"train support 5 (3-7 bandi, +20); synthetic_safe=true (+15); 4 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (5, brand_model) (+10); interpolasyon araligi (yil+km) yeterli genislikte (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,1993-1997,"227,000-308,000","300,000-810,000",False,70,"cok eski model (max_year=1997), dusuk ticari onem (-10)",6,0.6666666666666666
Rover,45,6,6,2,2000.0,2005.0,199000.0,243711.5,469000.0,165500.0,227000.0,360000.0,0.2812,-0.7693,6,brand_model,theil_sen,"arabam=3, kaggle=3",3,3,True,True,HIGH,5,"train support 6 (3-7 bandi, +20); synthetic_safe=true (+15); 3 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (6, brand_model) (+10); interpolasyon araligi (yil+km) yeterli genislikte (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2000-2005,"199,000-469,000","165,500-360,000",False,70,"cok eski model (max_year=2005), dusuk ticari onem (-10)",6,0.5
